Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
30/08/2016,0.0,0.0,0.0,0.0,0.0,-37.43,-51.19,-298.68,22.65,20.15,19.9,-0.354172737,-2.9118002080000003,0.0,-22.18016649
31/08/2016,4.8,10.4,4.6,12.2,7.4,-37.43,-51.19,-298.7,19.85,17.45,17.5,-0.354172737,-2.9118002080000003,0.0,-22.18016649
01/09/2016,5.2,0.6,5.0,0.4,5.2,-37.44,-51.19,-298.71,20.25,18.6,18.7,-0.365811111,-2.941488889,0.0,-22.48595556
02/09/2016,0.0,0.0,0.0,0.2,0.0,-37.44,-51.2,-298.72,22.2,20.7,19.7,-0.365811111,-2.941488889,0.0,-22.48595556
03/09/2016,0.0,0.0,0.0,0.0,0.0,-37.44,-51.2,-298.75,23.15,20.6,20.1,-0.365811111,-2.941488889,0.0,-22.48595556
04/09/2016,0.0,0.0,0.0,0.0,0.0,-37.44,-51.2,-298.77,22.6,20.85,19.65,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
05/09/2016,0.0,0.0,0.0,0.0,0.0,-37.45,-51.2,-298.83,19.25,19.65,18.35,-0.365811111,-2.941488889,0.0,-22.48595556
06/09/2016,12.6,8.3,7.8,12.8,12.2,-37.45,-51.2,-298.84,15.75,16.4,15.35,-0.365811111,-2.941488889,0.0,-22.48595556
07/09/2016,0.0,0.0,0.2,0.2,1.0,-37.45,-51.21,-298.86,15.0,15.8,14.5,-0.365811111,-2.941488889,0.0,-22.48595556
08/09/2016,0.0,0.0,0.0,0.0,0.2,-37.45,-51.21,-298.88,18.15,18.2,17.65,-0.365811111,-2.941488889,0.0,-22.48595556
09/09/2016,0.0,0.0,0.0,0.2,0.2,-37.46,-51.21,-298.89,18.8,17.25,17.15,-0.365811111,-2.941488889,0.0,-22.48595556
10/09/2016,0.0,0.0,0.0,0.0,0.0,-37.46,-51.21,-298.9,19.7,18.75,18.25,-0.365811111,-2.941488889,0.0,-22.48595556
11/09/2016,0.0,0.2,2.2,0.2,0.4,-37.46,-51.22,-298.9,19.85,18.45,18.0,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
12/09/2016,0.6,0.0,1.2,0.0,2.0,-37.47,-51.22,-298.9,19.3,19.15,18.5,-0.365811111,-2.941488889,0.0,-22.48595556
13/09/2016,0.0,0.0,0.2,0.2,0.0,-37.47,-51.22,-298.93,21.4,18.5,19.1,-0.365811111,-2.941488889,0.0,-22.48595556
14/09/2016,6.6,0.0,1.0,0.4,1.0,-37.47,-51.22,-298.95,21.05,17.75,18.35,-0.365811111,-2.941488889,0.0,-22.48595556
15/09/2016,0.0,0.2,25.6,0.2,6.6,-37.47,-51.23,-298.96,18.2,15.25,15.85,-0.365811111,-2.941488889,0.0,-22.48595556
16/09/2016,9.4,19.7,21.4,25.4,24.8,-37.47,-51.22,-298.99,16.55,15.5,14.7,-0.365811111,-2.941488889,0.0,-22.48595556
17/09/2016,24.8,49.1,42.8,55.8,51.4,-37.46,-51.22,-299.03,16.05,15.45,14.45,-0.365811111,-2.941488889,0.0,-22.48595556
18/09/2016,8.6,5.5,15.2,5.6,15.2,-37.47,-51.22,-299.07,13.75,13.6,12.35,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
19/09/2016,12.2,20.2,8.4,26.2,17.0,-37.47,-51.23,-299.09,13.75,14.2,13.15,-0.365811111,-2.941488889,0.0,-22.48595556
20/09/2016,1.2,2.2,1.0,3.2,1.2,-37.48,-51.23,-299.08,17.15,15.2,14.7,-0.365811111,-2.941488889,0.0,-22.48595556
21/09/2016,0.0,0.0,0.0,0.2,0.2,-37.48,-51.23,-299.09,16.5,13.95,14.2,-0.365811111,-2.941488889,0.0,-22.48595556
22/09/2016,0.4,0.6,0.8,0.6,2.0,-37.49,-51.24,-299.06,14.7,14.05,13.75,-0.365811111,-2.941488889,0.0,-22.48595556
23/09/2016,0.0,0.0,0.2,0.2,0.2,-37.5,-51.24,-299.04,15.3,13.95,14.0,-0.365811111,-2.941488889,0.0,-22.48595556
24/09/2016,0.0,0.0,0.0,0.2,0.2,-37.5,-51.25,-299.06,15.4,13.5,13.8,-0.365811111,-2.941488889,0.0,-22.48595556
25/09/2016,0.0,0.0,0.0,0.2,0.0,-37.5,-51.25,-299.11,14.25,13.05,13.3,-0.34752055600000004,-2.7944144439999996,0.0,-21.36165778
26/09/2016,0.0,0.0,0.2,0.2,0.2,-37.51,-51.25,-299.14,14.8,13.45,13.4,-0.365811111,-2.941488889,0.0,-22.48595556
27/09/2016,0.0,0.0,0.2,0.2,0.0,-37.51,-51.26,-299.13,14.45,13.2,13.4,-0.365811111,-2.941488889,0.0,-22.48595556
28/09/2016,0.0,0.0,0.0,0.0,0.0,-37.52,-51.26,-299.11,14.25,13.15,13.55,-0.365811111,-2.941488889,0.0,-22.48595556
29/09/2016,0.0,0.0,0.2,0.2,0.0,-37.52,-51.26,-299.13,17.05,14.0,14.1,-0.365811111,-2.941488889,0.0,-22.48595556
30/09/2016,0.0,0.0,0.2,0.4,0.4,-37.52,-51.26,-299.19,15.55,13.4,13.85,-0.365811111,-2.941488889,0.0,-22.48595556
01/10/2016,0.0,0.0,0.2,0.0,0.0,-37.52,-51.26,-299.25,15.1,15.3,13.6,-0.35229032299999996,-2.765924731,0.0,-21.76524454
04/10/2016,0.0,0.0,0.2,0.2,0.0,-37.53,-51.27,-299.29,13.6,12.1,13.15,-0.35229032299999996,-2.765924731,0.0,-21.76524454
05/10/2016,0.0,0.0,0.2,0.0,0.2,-37.53,-51.27,-299.33,12.7,12.3,11.3,-0.35229032299999996,-2.765924731,0.0,-21.76524454
06/10/2016,0.0,5.6,0.0,4.6,3.4,-37.53,-51.27,-299.39,9.95,11.05,9.45,-0.35229032299999996,-2.765924731,0.0,-21.76524454
07/10/2016,27.6,24.8,26.4,31.6,40.6,-37.53,-51.27,-299.42,9.5,9.7,9.3,-0.35229032299999996,-2.765924731,0.0,-21.76524454
08/10/2016,0.0,0.4,0.2,0.6,0.8,-37.54,-51.28,-299.39,12.05,11.45,10.0,-0.35229032299999996,-2.765924731,0.0,-21.76524454
09/10/2016,11.6,9.1,6.6,10.6,8.0,-37.54,-51.28,-299.4,11.35,10.4,9.55,-0.334675806,-2.627628495,0.0,-20.67698231
10/10/2016,0.0,0.0,0.2,0.4,0.2,-37.54,-51.28,-299.45,8.45,7.95,7.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
11/10/2016,0.6,0.6,0.2,1.0,0.6,-37.54,-51.28,-299.51,5.95,5.4,5.45,-0.35229032299999996,-2.765924731,0.0,-21.76524454
12/10/2016,4.4,5.2,5.8,5.6,7.6,-37.55,-51.29,-299.49,7.3,6.95,6.45,-0.35229032299999996,-2.765924731,0.0,-21.76524454
13/10/2016,0.0,0.0,0.0,0.0,0.0,-37.55,-51.29,-299.48,9.2,8.8,7.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
14/10/2016,21.0,20.5,15.2,24.4,19.8,-37.55,-51.29,-299.52,16.0,16.5,15.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
15/10/2016,44.6,41.2,37.6,46.6,32.8,-37.55,-51.29,-299.51,14.7,13.45,13.35,-0.35229032299999996,-2.765924731,0.0,-21.76524454
16/10/2016,0.0,0.0,1.4,0.4,1.6,-37.56,-51.29,-299.47,13.5,12.65,12.9,-0.334675806,-2.627628495,0.0,-20.67698231
17/10/2016,0.0,0.0,0.2,0.0,0.0,-37.56,-51.3,-299.48,14.4,12.5,12.1,-0.35229032299999996,-2.765924731,0.0,-21.76524454
18/10/2016,0.0,0.0,0.0,0.0,0.0,-37.56,-51.3,-299.52,11.6,11.15,10.9,-0.35229032299999996,-2.765924731,0.0,-21.76524454
19/10/2016,0.0,0.0,0.2,0.4,0.4,-37.57,-51.3,-299.57,13.05,10.7,11.05,-0.35229032299999996,-2.765924731,0.0,-21.76524454
20/10/2016,0.0,0.0,0.0,0.0,0.2,-37.57,-51.3,-299.65,11.8,12.2,9.85,-0.35229032299999996,-2.765924731,0.0,-21.76524454
21/10/2016,0.0,0.0,0.0,0.2,0.0,-37.57,-51.31,-299.68,10.25,8.25,8.95,-0.35229032299999996,-2.765924731,0.0,-21.76524454
22/10/2016,0.8,0.0,0.0,0.2,0.0,-37.58,-51.31,-299.67,9.3,8.7,9.35,-0.35229032299999996,-2.765924731,0.0,-21.76524454
23/10/2016,0.0,0.0,0.0,0.0,0.2,-37.58,-51.31,-299.66,13.15,12.25,11.05,-0.334675806,-2.627628495,0.0,-20.67698231
24/10/2016,0.0,0.4,0.4,0.8,1.8,-37.59,-51.32,-299.64,16.4,16.2,15.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
25/10/2016,0.0,0.0,0.0,0.0,0.0,-37.59,-51.32,-299.64,17.7,16.35,16.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
26/10/2016,0.0,0.0,0.4,0.2,0.2,-37.6,-51.32,-299.69,14.7,15.75,14.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
27/10/2016,19.4,18.3,11.8,19.8,25.6,-37.6,-51.33,-299.76,10.0,12.15,9.85,-0.35229032299999996,-2.765924731,0.0,-21.76524454
28/10/2016,0.0,0.0,0.0,0.0,0.0,-37.6,-51.33,-299.75,8.6,8.3,8.7,-0.35229032299999996,-2.765924731,0.0,-21.76524454
29/10/2016,0.0,0.0,0.0,0.0,0.0,-37.61,-51.33,-299.77,12.0,11.55,11.5,-0.35229032299999996,-2.765924731,0.0,-21.76524454
30/10/2016,0.0,0.0,0.0,0.0,0.0,-37.61,-51.33,-299.82,14.25,13.05,13.25,-0.334675806,-2.627628495,0.0,-20.67698231
31/10/2016,0.0,0.0,0.0,0.0,0.0,-37.61,-51.34,-299.84,12.9,11.35,11.6,-0.35229032299999996,-2.765924731,0.0,-21.76524454
01/11/2016,0.0,0.0,0.0,0.0,0.0,-37.61,-51.34,-299.87,11.75,10.7,10.95,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
02/11/2016,0.0,0.0,0.2,0.0,0.0,-37.62,-51.34,-299.94,11.2,11.55,9.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
03/11/2016,0.0,0.0,0.0,0.0,0.2,-37.62,-51.34,-300.0,12.65,11.35,11.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
04/11/2016,0.0,0.2,0.2,0.2,0.4,-37.62,-51.34,-299.99,11.3,10.0,10.3,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
05/11/2016,4.2,16.1,11.8,20.8,14.2,-37.61,-51.34,-300.05,12.75,13.35,12.45,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
06/11/2016,11.8,46.2,30.6,51.0,45.4,-37.6,-51.33,-300.16,11.3,9.8,10.7,-0.325438333,-2.709199444,-4.904245455,-21.25104611
07/11/2016,2.8,14.6,11.6,15.0,11.2,-37.61,-51.34,-300.16,7.95,6.25,6.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
08/11/2016,1.6,8.4,7.0,9.4,9.0,-37.61,-51.33,-300.19,5.45,5.7,4.05,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
09/11/2016,0.0,0.2,0.0,0.4,0.0,-37.61,-51.34,-300.18,5.3,4.0,4.4,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
10/11/2016,0.4,2.4,0.6,3.4,1.2,-37.61,-51.34,-300.15,6.95,6.8,6.5,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
11/11/2016,9.8,15.0,8.0,16.8,8.0,-37.62,-51.34,-300.17,5.8,6.0,5.3,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
12/11/2016,18.4,15.9,15.0,13.6,11.6,-37.62,-51.35,-300.17,3.8,3.05,3.25,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
13/11/2016,0.0,0.0,0.0,0.0,0.0,-37.63,-51.35,-300.12,4.85,3.6,3.95,-0.325438333,-2.709199444,-4.904245455,-21.25104611
14/11/2016,0.0,0.0,0.0,0.0,0.0,-37.63,-51.36,-300.13,6.05,5.75,5.85,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
15/11/2016,0.0,0.0,0.0,0.0,0.0,-37.64,-51.36,-300.12,4.0,4.2,3.55,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
16/11/2016,0.0,0.2,0.0,0.0,0.0,-37.64,-51.36,-300.15,5.6,4.8,4.75,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
17/11/2016,0.0,0.0,0.0,0.0,0.0,-37.65,-51.36,-300.21,6.95,6.1,5.6,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
19/11/2016,24.2,21.2,37.2,26.4,40.8,-37.61,-51.34,-300.29,10.45,11.2,10.15,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
20/11/2016,6.2,34.2,18.0,33.6,39.0,-37.6,-51.33,-300.29,10.65,11.0,10.3,-0.325438333,-2.709199444,-4.904245455,-21.25104611
21/11/2016,7.2,12.4,12.8,16.0,16.2,-37.59,-51.33,-300.3,11.3,11.05,10.7,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
22/11/2016,0.2,0.2,0.6,0.4,1.6,-37.6,-51.34,-300.31,11.7,11.35,10.65,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
23/11/2016,0.0,0.2,0.4,0.0,0.2,-37.61,-51.34,-300.31,11.05,11.45,10.45,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
24/11/2016,0.2,0.4,0.4,0.8,2.4,-37.61,-51.35,-300.36,12.0,11.9,11.1,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
25/11/2016,11.0,12.2,10.6,14.6,18.6,-37.62,-51.35,-300.42,8.65,8.8,7.45,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
26/11/2016,0.0,0.0,0.2,0.2,0.0,-37.63,-51.35,-300.44,8.35,7.65,6.7,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
27/11/2016,0.0,0.0,0.0,0.2,0.0,-37.63,-51.36,-300.48,8.1,6.75,6.45,-0.325438333,-2.709199444,-4.904245455,-21.25104611
28/11/2016,0.0,0.0,0.0,0.0,0.0,-37.64,-51.36,-300.52,4.95,6.1,5.0,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
29/11/2016,0.4,0.0,0.0,0.0,0.0,-37.65,-51.37,-300.48,-1.25,0.05,-1.35,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
30/11/2016,0.0,0.0,0.0,0.0,0.0,-37.66,-51.38,-300.42,2.2,1.4,2.4,-0.34256666700000005,-2.851788889,-5.162363636,-22.36952222
01/12/2016,0.0,0.2,0.0,0.0,0.0,-37.66,-51.38,-300.49,4.95,4.1,3.25,-0.348532778,-2.670447451,-4.920332986,-21.91401665
02/12/2016,0.0,0.0,0.0,0.0,0.0,-37.66,-51.38,-300.57,5.9,6.8,4.25,-0.348532778,-2.670447451,-4.920332986,-21.91401665
03/12/2016,0.0,0.0,0.0,0.0,0.0,-37.67,-51.39,-300.6,7.95,7.25,6.75,-0.348532778,-2.670447451,-4.920332986,-21.91401665
04/12/2016,0.2,0.8,0.4,1.4,1.0,-37.68,-51.39,-300.59,6.95,5.65,5.05,-0.33110613899999997,-2.5369250780000003,-4.674316337,-20.81831582
05/12/2016,0.2,0.0,0.2,0.0,0.0,-37.68,-51.4,-300.57,8.8,6.55,6.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
06/12/2016,0.0,0.0,0.0,0.0,0.0,-37.69,-51.4,-300.61,8.35,6.95,6.6,-0.348532778,-2.670447451,-4.920332986,-21.91401665
07/12/2016,0.0,0.0,0.0,0.0,0.0,-37.69,-51.4,-300.61,6.95,5.85,5.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
08/12/2016,0.0,0.0,0.0,0.0,0.0,-37.7,-51.41,-300.61,8.5,6.1,6.7,-0.348532778,-2.670447451,-4.920332986,-21.91401665
09/12/2016,0.0,0.0,0.0,0.0,0.0,-37.7,-51.41,-300.69,7.65,5.15,6.05,-0.348532778,-2.670447451,-4.920332986,-21.91401665
10/12/2016,0.0,0.0,0.0,0.0,0.0,-37.71,-51.41,-300.76,6.8,7.7,5.05,-0.348532778,-2.670447451,-4.920332986,-21.91401665
11/12/2016,0.0,0.0,0.0,0.2,0.0,-37.71,-51.41,-300.85,7.75,6.9,6.0,-0.33110613899999997,-2.5369250780000003,-4.674316337,-20.81831582
12/12/2016,0.0,0.0,0.0,0.0,0.0,-37.71,-51.42,-300.91,7.1,6.85,5.8,-0.348532778,-2.670447451,-4.920332986,-21.91401665
13/12/2016,0.0,0.0,0.0,0.0,0.0,-37.72,-51.42,-300.86,6.55,4.3,4.7,-0.348532778,-2.670447451,-4.920332986,-21.91401665
14/12/2016,0.0,0.2,0.0,0.2,0.4,-37.72,-51.42,-300.9,6.95,6.8,6.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
15/12/2016,0.0,0.0,0.0,0.4,0.0,-37.73,-51.43,-300.94,5.85,4.5,4.05,-0.348532778,-2.670447451,-4.920332986,-21.91401665
16/12/2016,0.0,0.0,0.0,0.2,0.0,-37.73,-51.43,-300.97,3.1,3.55,2.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
17/12/2016,0.0,0.0,0.0,0.0,0.0,-37.74,-51.44,-300.96,2.45,2.1,1.5,-0.348532778,-2.670447451,-4.920332986,-21.91401665
18/12/2016,0.0,0.0,0.0,0.0,0.0,-37.74,-51.44,-301.0,2.45,1.5,1.45,-0.33110613899999997,-2.5369250780000003,-4.674316337,-20.81831582
19/12/2016,0.0,0.0,0.2,0.2,0.0,-37.74,-51.44,-301.09,2.5,2.55,0.9,-0.348532778,-2.670447451,-4.920332986,-21.91401665
20/12/2016,5.6,7.8,10.4,6.8,10.6,-37.74,-51.44,-301.16,6.7,6.9,4.75,-0.348532778,-2.670447451,-4.920332986,-21.91401665
21/12/2016,9.8,10.6,9.2,11.0,12.8,-37.75,-51.44,-301.15,7.9,7.6,6.45,-0.348532778,-2.670447451,-4.920332986,-21.91401665
22/12/2016,0.0,0.0,0.0,0.2,0.0,-37.75,-51.45,-301.14,6.95,6.7,5.35,-0.348532778,-2.670447451,-4.920332986,-21.91401665
23/12/2016,0.0,0.0,0.0,0.0,0.0,-37.76,-51.45,-301.17,10.0,7.05,3.95,-0.348532778,-2.670447451,-4.920332986,-21.91401665
27/12/2016,0.0,0.0,0.0,0.0,0.0,-37.77,-51.46,-301.32,9.45,8.25,8.8,-0.348532778,-2.670447451,-4.920332986,-21.91401665
28/12/2016,0.0,0.0,0.0,0.0,0.0,-37.78,-51.46,-301.33,7.1,6.75,5.8,-0.348532778,-2.670447451,-4.920332986,-21.91401665
30/12/2016,0.0,0.0,0.0,0.0,0.0,-37.79,-51.47,-301.41,0.35,0.5,0.35,-0.348532778,-2.670447451,-4.920332986,-21.91401665
31/12/2016,0.0,0.0,0.0,0.0,0.0,-37.79,-51.47,-301.46,4.5,2.75,4.15,-0.348532778,-2.670447451,-4.920332986,-21.91401665
01/01/2017,0.0,0.0,0.0,0.0,0.0,-37.79,-51.48,-301.53,5.0,2.3,3.1,-0.318907388,-2.546672216,-4.519381232,-20.66835224
02/01/2017,0.0,0.4,0.0,1.2,0.4,-37.79,-51.48,-301.59,4.65,5.8,4.6,-0.335691988,-2.680707596,-4.757243402,-21.75616025
03/01/2017,4.8,1.8,1.8,3.2,0.2,-37.8,-51.48,-301.67,2.8,2.05,2.4,-0.335691988,-2.680707596,-4.757243402,-21.75616025
04/01/2017,1.6,4.2,0.6,3.4,4.6,-37.8,-51.48,-301.72,2.55,0.55,1.4,-0.335691988,-2.680707596,-4.757243402,-21.75616025
05/01/2017,0.0,0.0,0.2,0.0,0.0,-37.8,-51.48,-301.79,-0.15,0.15,-0.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
06/01/2017,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.72,-6.05,-5.95,-6.15,-0.335691988,-2.680707596,-4.757243402,-21.75616025
07/01/2017,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.72,-6.65,-6.3,-6.45,-0.335691988,-2.680707596,-4.757243402,-21.75616025
08/01/2017,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.78,-4.1,-2.2,-5.0,-0.318907388,-2.546672216,-4.519381232,-20.66835224
09/01/2017,0.0,0.0,0.0,0.0,0.0,-37.81,-51.49,-301.82,-0.85,-0.95,-0.65,-0.335691988,-2.680707596,-4.757243402,-21.75616025
10/01/2017,0.0,0.2,0.0,0.0,0.0,-37.81,-51.49,-301.94,-3.3,-2.05,-3.15,-0.335691988,-2.680707596,-4.757243402,-21.75616025
11/01/2017,0.0,0.0,0.0,0.0,0.0,-37.82,-51.5,-301.93,-3.95,-3.95,-3.55,-0.335691988,-2.680707596,-4.757243402,-21.75616025
12/01/2017,0.0,0.0,0.0,0.0,0.0,-37.83,-51.5,-301.91,1.55,2.15,0.5,-0.335691988,-2.680707596,-4.757243402,-21.75616025
13/01/2017,7.8,17.3,13.2,20.2,9.6,-37.82,-51.5,-302.06,3.45,3.8,3.5,-0.335691988,-2.680707596,-4.757243402,-21.75616025
14/01/2017,4.6,11.2,5.6,11.8,1.6,-37.83,-51.5,-302.06,1.2,-0.9,-0.25,-0.335691988,-2.680707596,-4.757243402,-21.75616025
15/01/2017,0.0,0.8,0.0,0.6,0.4,-37.83,-51.51,-302.08,-0.2,-0.05,-0.85,-0.318907388,-2.546672216,-4.519381232,-20.66835224
16/01/2017,0.0,0.0,0.0,0.0,0.0,-37.83,-51.51,-302.13,-2.7,-1.85,-2.9,-0.335691988,-2.680707596,-4.757243402,-21.75616025
17/01/2017,0.0,0.0,0.0,0.0,0.0,-37.84,-51.51,-302.16,-2.5,-1.25,-2.65,-0.335691988,-2.680707596,-4.757243402,-21.75616025
18/01/2017,1.6,0.0,0.0,0.0,0.0,-37.84,-51.52,-302.14,-1.5,-0.15,-1.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
19/01/2017,0.0,0.0,0.0,0.0,0.0,-37.85,-51.52,-302.1,-1.4,0.55,-1.6,-0.335691988,-2.680707596,-4.757243402,-21.75616025
20/01/2017,0.0,0.0,0.0,0.0,0.2,-37.85,-51.53,-302.08,1.15,1.4,0.05,-0.335691988,-2.680707596,-4.757243402,-21.75616025
21/01/2017,0.0,0.6,0.0,0.8,0.2,-37.86,-51.53,-302.13,1.8,1.5,0.65,-0.335691988,-2.680707596,-4.757243402,-21.75616025
22/01/2017,0.0,0.2,0.0,0.2,0.0,-37.86,-51.53,-302.18,2.9,4.7,2.1,-0.318907388,-2.546672216,-4.519381232,-20.66835224
23/01/2017,0.0,0.0,0.0,0.2,0.0,-37.86,-51.53,-302.25,3.55,5.1,3.1,-0.335691988,-2.680707596,-4.757243402,-21.75616025
24/01/2017,0.0,0.0,0.0,0.0,0.0,-37.87,-51.53,-302.31,4.7,4.9,4.05,-0.335691988,-2.680707596,-4.757243402,-21.75616025
25/01/2017,0.0,0.0,0.0,0.0,0.0,-37.87,-51.54,-302.31,3.8,4.0,3.3,-0.335691988,-2.680707596,-4.757243402,-21.75616025
26/01/2017,0.0,0.0,0.0,0.0,0.0,-37.88,-51.54,-302.3,4.05,2.6,2.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
27/01/2017,0.0,0.0,0.0,0.0,0.0,-37.88,-51.55,-302.31,3.95,3.45,2.8,-0.335691988,-2.680707596,-4.757243402,-21.75616025
28/01/2017,0.0,0.0,0.0,0.0,0.0,-37.88,-51.55,-302.38,5.0,4.15,3.15,-0.335691988,-2.680707596,-4.757243402,-21.75616025
29/01/2017,0.0,0.0,0.0,0.0,0.0,-37.89,-51.55,-302.42,5.75,4.5,4.65,-0.318907388,-2.546672216,-4.519381232,-20.66835224
30/01/2017,0.0,0.0,0.0,0.2,0.0,-37.89,-51.55,-302.44,5.3,4.15,3.2,-0.335691988,-2.680707596,-4.757243402,-21.75616025
31/01/2017,1.0,1.0,0.2,1.2,1.6,-37.9,-51.56,-302.48,5.25,5.7,3.9,-0.335691988,-2.680707596,-4.757243402,-21.75616025
01/02/2017,0.0,0.6,0.4,1.2,0.8,-37.9,-51.56,-302.52,6.85,6.8,6.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
02/02/2017,0.8,6.8,6.4,7.4,7.2,-37.9,-51.56,-302.56,6.95,7.2,6.8,-0.374897959,-2.747691327,-5.164719388,-24.03214286
03/02/2017,0.2,7.2,7.2,7.2,13.0,-37.9,-51.56,-302.64,7.6,7.9,7.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
04/02/2017,4.0,4.2,1.4,3.0,4.8,-37.9,-51.56,-302.72,6.55,6.05,5.2,-0.374897959,-2.747691327,-5.164719388,-24.03214286
05/02/2017,4.0,11.2,6.8,10.2,8.4,-37.9,-51.56,-302.79,6.7,5.95,6.6,-0.356153061,-2.61030676,-4.9064834180000005,-22.83053571
06/02/2017,31.0,34.8,39.0,33.2,32.6,-37.89,-51.56,-302.89,4.9,4.8,5.55,-0.374897959,-2.747691327,-5.164719388,-24.03214286
07/02/2017,2.0,0.8,0.6,1.2,3.6,-37.9,-51.56,-302.81,4.35,4.15,3.55,-0.374897959,-2.747691327,-5.164719388,-24.03214286
08/02/2017,0.0,0.0,0.0,0.2,0.0,-37.9,-51.56,-302.81,3.3,2.8,2.7,-0.374897959,-2.747691327,-5.164719388,-24.03214286
09/02/2017,0.6,2.2,0.0,1.6,1.8,-37.91,-51.57,-302.84,2.1,4.05,1.8,-0.374897959,-2.747691327,-5.164719388,-24.03214286
10/02/2017,0.2,0.4,0.0,1.6,1.0,-37.91,-51.57,-302.84,5.1,4.85,4.25,-0.374897959,-2.747691327,-5.164719388,-24.03214286
11/02/2017,0.0,0.0,0.0,0.2,0.0,-37.92,-51.58,-302.84,6.55,5.05,4.85,-0.374897959,-2.747691327,-5.164719388,-24.03214286
12/02/2017,0.0,0.0,0.0,0.2,0.0,-37.93,-51.58,-302.84,7.85,7.9,6.35,-0.356153061,-2.61030676,-4.9064834180000005,-22.83053571
13/02/2017,0.0,0.0,0.0,0.0,0.0,-37.93,-51.59,-302.86,7.25,5.7,5.5,-0.374897959,-2.747691327,-5.164719388,-24.03214286
14/02/2017,0.0,0.0,0.0,0.2,0.0,-37.94,-51.59,-302.86,5.45,4.7,4.45,-0.374897959,-2.747691327,-5.164719388,-24.03214286
15/02/2017,0.0,0.0,0.0,0.0,0.0,-37.95,-51.6,-302.87,6.6,4.15,5.15,-0.374897959,-2.747691327,-5.164719388,-24.03214286
16/02/2017,0.0,0.0,0.0,0.0,0.0,-37.95,-51.6,-302.92,8.05,5.75,5.55,-0.374897959,-2.747691327,-5.164719388,-24.03214286
17/02/2017,0.0,0.0,0.0,0.2,0.0,-37.95,-51.6,-303.01,7.8,7.05,6.4,-0.374897959,-2.747691327,-5.164719388,-24.03214286
18/02/2017,8.0,5.6,3.8,4.2,5.2,-37.96,-51.6,-303.1,4.6,5.6,4.35,-0.374897959,-2.747691327,-5.164719388,-24.03214286
