Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
12/10/2014,40.2,9.6,2.4,38.4,29.6,18.2,72.2,18.4,0.4,36.4,-12.3,-5.59,-1.09,-6.78,-4.38,19.95,16.8,20.7,19.75,-9208.5552,-16181.2512,-11273.688,-4850.7612899999995,-4490.0064520000005,0.3,-0.95
13/10/2014,0.2,0.2,44.8,15.4,0.0,0.0,0.2,1.4,24.2,0.2,-12.27,-5.57,-1.01,-6.62,-4.39,20.95,15.4,20.15,21.35,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.26,-0.95
14/10/2014,11.4,16.0,1.2,72.2,14.8,10.4,20.8,26.6,0.0,16.4,-12.23,-5.52,-1.15,-6.46,-4.4,19.8,15.35,19.9,20.45,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.37,-0.95
15/10/2014,7.2,1.0,11.2,33.0,8.2,10.6,15.4,24.6,15.6,9.2,-12.21,-5.51,-1.0,-6.31,-4.41,20.45,16.45,21.05,20.65,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.31,-0.96
16/10/2014,0.4,0.8,0.0,4.0,5.2,0.2,1.2,1.6,4.0,3.2,-12.24,-5.5,-1.02,-6.24,-4.42,20.2,18.4,19.75,20.3,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.29,-0.97
17/10/2014,33.0,17.8,1.0,3.0,45.2,34.6,36.8,8.4,21.8,47.8,-12.25,-5.52,-0.91,-6.18,-4.32,21.05,13.7,20.85,21.0,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.46,-0.58
18/10/2014,9.4,2.4,0.0,7.0,16.2,17.2,17.2,1.0,0.2,32.2,-12.29,-5.48,-0.99,-6.2,-4.22,20.7,9.65,21.3,21.15,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.48,-0.75
19/10/2014,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,-12.3,-5.45,-0.99,-6.21,-4.31,19.9,17.95,20.4,20.1,-9208.5552,-16181.2512,-11273.688,-4850.7612899999995,-4490.0064520000005,0.34,-0.95
20/10/2014,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.2,-12.28,-5.43,-0.98,-6.13,-4.34,18.05,16.55,18.2,18.55,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.3,-0.96
21/10/2014,0.0,14.0,9.4,12.6,0.0,1.6,0.0,0.2,5.8,0.0,-12.2,-5.43,-1.19,-6.03,-4.36,20.2,18.1,19.05,19.75,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.28,-0.96
22/10/2014,2.2,2.2,0.0,0.8,6.6,4.4,2.8,15.0,0.2,8.0,-12.18,-5.43,-1.27,-6.03,-4.36,15.1,12.7,14.1,14.9,-9693.216,-17032.896,-11867.04,-5106.0645159999995,-4726.322581,0.26,-0.99
20/11/2014,0.0,0.2,0.0,0.4,0.2,0.0,0.2,0.0,0.2,1.8,-12.12,-4.5,-0.42,-5.21,-2.21,10.25,10.1,11.55,9.95,-8748.170667,-16988.832,-11685.6,-5187.733333,-3881.8666670000002,0.83,0.6
21/11/2014,0.0,0.0,5.6,0.2,0.0,0.0,0.0,0.0,0.4,0.2,-12.11,-4.52,-0.67,-5.23,-2.39,8.2,8.9,9.55,8.7,-8748.170667,-16988.832,-11685.6,-5187.733333,-3881.8666670000002,0.7,0.19
22/11/2014,0.0,4.0,0.6,1.8,0.4,2.0,0.4,0.0,1.6,1.4,-12.1,-4.57,-0.61,-5.24,-2.55,12.5,10.4,12.05,12.55,-8748.170667,-16988.832,-11685.6,-5187.733333,-3881.8666670000002,0.65,0.01
23/11/2014,2.4,0.0,0.2,0.0,0.8,0.2,2.2,0.0,0.4,2.4,-12.11,-4.59,-0.6,-5.28,-2.72,14.95,11.9,16.0,14.6,-8310.762133,-16139.3904,-11101.32,-4928.346667,-3687.7733329999996,0.55,-0.36
24/11/2014,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,-12.09,-4.65,-0.7,-5.29,-2.89,12.2,11.95,13.7,12.95,-8748.170667,-16988.832,-11685.6,-5187.733333,-3881.8666670000002,0.48,-0.62
25/11/2014,0.2,0.0,12.4,0.2,0.0,0.0,0.0,0.0,4.6,0.2,-12.06,-4.71,-0.8,-5.29,-3.04,13.85,11.7,14.4,14.3,-8748.170667,-16988.832,-11685.6,-5187.733333,-3881.8666670000002,0.52,-0.49
26/11/2014,7.6,12.8,39.2,7.2,7.8,7.2,8.6,4.2,6.2,8.6,-12.02,-4.72,-0.81,-5.24,-3.13,14.5,10.35,14.65,14.75,-8748.170667,-16988.832,-11685.6,-5187.733333,-3881.8666670000002,0.53,-0.48
27/11/2014,31.2,13.8,12.4,20.4,9.0,11.8,6.8,9.6,7.8,12.4,-11.99,-4.72,-0.72,-5.2,-3.19,14.15,10.05,14.5,14.5,-8748.170667,-16988.832,-11685.6,-5187.733333,-3881.8666670000002,0.57,-0.31
13/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.04,-5.3,-1.57,-5.58,-3.9,7.75,4.6,8.6,7.3,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.25,-0.95
14/01/2015,0.0,0.2,3.6,0.0,0.0,0.0,0.2,0.0,1.4,0.0,-11.99,-5.3,-1.79,-5.54,-3.91,8.85,5.95,9.0,9.15,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.28,-0.96
15/01/2015,2.0,1.2,0.0,1.4,3.6,3.2,1.6,0.0,0.4,3.2,-11.99,-5.26,-1.57,-5.54,-3.92,9.8,6.55,10.1,10.75,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.26,-0.97
16/01/2015,0.2,0.0,1.0,0.0,0.6,0.2,0.8,0.0,6.6,0.6,-11.96,-5.26,-1.62,-5.53,-3.92,9.4,7.15,10.4,10.9,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.29,-0.96
17/01/2015,27.8,7.2,8.8,6.4,16.8,11.6,15.2,53.2,8.4,16.4,-11.94,-5.27,-1.61,-5.54,-3.89,11.45,6.45,11.25,11.6,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.4,-0.82
18/01/2015,2.8,0.0,0.0,0.2,0.2,0.6,1.4,0.0,0.0,1.2,-11.96,-5.26,-1.65,-5.6,-3.9,6.65,4.05,8.65,7.95,-7960.080645,-16904.376,-10933.8768,-4924.309677,-3874.559677,0.4,-0.94
19/01/2015,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-11.93,-5.27,-1.6,-5.6,-3.93,4.3,4.05,6.15,4.9,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.37,-0.96
20/01/2015,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,-11.9,-5.27,-1.64,-5.59,-3.94,7.0,4.6,8.9,7.4,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.31,-0.97
21/01/2015,0.6,0.4,15.6,0.4,0.2,0.2,0.4,0.0,14.0,1.4,-11.91,-5.29,-1.69,-5.58,-3.95,7.8,3.85,7.65,8.2,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.31,-0.95
23/01/2015,4.6,2.4,0.0,0.4,2.4,2.8,3.2,3.0,0.0,3.2,-11.88,-5.25,-1.2,-5.46,-3.74,8.3,5.75,8.95,9.15,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.51,-0.59
24/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,-11.91,-5.25,-1.29,-5.46,-3.82,9.15,5.15,9.1,9.35,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.42,-0.87
25/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-11.96,-5.25,-1.27,-5.52,-3.86,7.7,3.25,7.0,7.55,-7960.080645,-16904.376,-10933.8768,-4924.309677,-3874.559677,0.4,-0.84
26/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-12.0,-5.25,-1.22,-5.54,-3.91,4.95,2.65,6.1,5.8,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.38,-0.96
27/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.97,-5.27,-1.35,-5.5,-3.94,2.65,1.8,3.55,3.45,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.32,-0.97
28/01/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.97,-5.3,-1.35,-5.5,-3.96,3.45,2.7,4.75,4.85,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.33,-0.98
29/01/2015,0.0,1.4,20.2,0.2,0.0,0.8,0.0,0.0,18.6,0.0,-11.86,-5.31,-1.47,-5.46,-3.96,4.05,2.35,5.1,4.75,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.35,-0.96
30/01/2015,65.6,48.4,31.0,61.0,74.4,74.0,68.2,2.2,39.0,90.0,-11.68,-5.28,-1.0,-5.28,-3.58,5.95,3.15,6.7,6.6,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.75,0.23
31/01/2015,0.2,1.4,2.8,2.0,2.2,1.2,1.0,0.4,2.8,4.2,-11.73,-5.2,-1.1,-5.28,-3.37,3.0,1.75,4.65,3.45,-8379.032258,-17794.08,-11509.344,-5183.483871,-4078.483871,0.59,-0.26
01/02/2015,4.0,6.2,1.4,10.6,5.4,5.2,3.6,0.8,1.8,3.4,-11.77,-5.16,-1.22,-5.31,-3.41,5.45,1.35,6.25,5.7,-7901.8416,-16333.92,-11496.9456,-4763.673214,-4136.673214,0.49,-0.66
02/02/2015,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-11.84,-5.11,-1.13,-5.34,-3.52,5.5,2.5,5.95,5.5,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.45,-0.85
03/02/2015,1.4,11.0,10.6,8.2,9.2,12.0,6.4,0.0,8.4,3.0,-11.84,-5.09,-1.17,-5.28,-3.6,3.95,-0.1,3.8,4.45,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.46,-0.84
04/02/2015,15.4,4.8,0.6,1.4,6.2,6.0,7.2,11.0,1.6,14.6,-11.83,-5.08,-1.2,-5.22,-3.65,8.95,2.4,8.05,8.15,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.44,-0.88
05/02/2015,19.8,26.2,50.0,16.2,28.8,16.4,20.4,37.2,24.6,21.0,-11.82,-5.06,-0.94,-5.21,-3.62,6.2,0.5,7.1,6.75,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.51,-0.59
06/02/2015,12.2,16.6,6.4,11.6,24.2,10.8,15.8,44.6,2.6,14.2,-11.84,-5.0,-0.92,-5.22,-3.48,5.45,-0.65,6.45,6.05,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.53,-0.56
07/02/2015,0.0,0.0,0.0,0.4,0.0,0.0,0.0,27.0,0.0,0.0,-11.94,-4.98,-0.89,-5.32,-3.43,4.55,-0.15,5.75,6.2,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.48,-0.75
08/02/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-11.91,-4.96,-1.04,-5.34,-3.46,3.7,1.05,4.7,4.25,-7901.8416,-16333.92,-11496.9456,-4763.673214,-4136.673214,0.45,-0.76
09/02/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-11.98,-4.96,-1.04,-5.32,-3.63,4.6,-0.8,3.15,4.35,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.4,-0.91
10/02/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.99,-4.98,-1.09,-5.3,-3.67,6.25,6.4,7.25,7.15,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.39,-0.92
11/02/2015,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-11.99,-5.01,-1.08,-5.29,-3.7,8.4,9.4,10.05,8.7,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.37,-0.93
12/02/2015,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.98,-5.03,-1.14,-5.31,-3.71,8.35,8.45,10.0,9.05,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.34,-0.94
13/02/2015,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,-11.98,-5.06,-1.17,-5.29,-3.73,7.0,5.4,7.9,7.6,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.36,-0.94
14/02/2015,5.6,0.0,6.4,1.8,7.8,6.2,4.2,0.0,33.6,8.4,-11.93,-5.08,-1.18,-5.29,-3.73,8.9,4.4,7.8,8.3,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.41,-0.83
15/02/2015,74.6,44.2,23.0,31.2,60.2,46.4,57.0,0.0,29.2,100.0,-11.9,-5.05,-0.98,-5.23,-3.37,9.05,3.85,8.9,9.15,-7901.8416,-16333.92,-11496.9456,-4763.673214,-4136.673214,0.74,0.28
16/02/2015,5.4,3.4,0.4,1.4,5.8,5.0,5.2,6.4,0.2,5.6,-11.91,-4.98,-0.89,-5.17,-3.11,9.85,4.5,9.55,9.75,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.66,0.03
17/02/2015,0.0,0.6,0.6,0.4,0.0,0.2,0.0,3.6,0.0,0.2,-11.98,-4.94,-1.13,-5.2,-3.1,10.4,6.8,10.1,11.3,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.57,-0.32
18/02/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-12.03,-4.95,-1.06,-5.23,-3.14,7.5,4.5,7.65,8.1,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.49,-0.64
19/02/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.02,-4.97,-1.05,-5.23,-3.39,5.8,3.85,6.95,6.1,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.5,-0.61
20/02/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.97,-4.99,-1.11,-5.19,-3.45,5.6,4.35,6.8,6.25,-8317.728000000001,-17193.6,-12102.048,-5014.392857,-4354.392857,0.46,-0.79
28/03/2015,0.0,0.2,0.0,0.2,0.2,0.0,0.0,6.6,0.0,0.0,-11.8,-5.4,-1.57,-5.57,-3.69,11.8,8.55,10.9,12.25,-9012.384,-16924.896,-12165.12,-5102.419355,-4981.677419,0.39,-0.99
29/03/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.79,-5.41,-1.63,-5.62,-3.73,11.8,9.95,11.6,12.45,-8561.7648,-16078.6512,-11556.864,-4847.298387,-4732.593548,0.35,-1.02
30/03/2015,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.6,-11.77,-5.41,-1.65,-5.53,-3.72,12.75,8.1,12.75,13.65,-9012.384,-16924.896,-12165.12,-5102.419355,-4981.677419,0.35,-0.96
31/03/2015,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,-11.8,-5.44,-1.69,-5.55,-3.75,13.4,9.65,13.45,13.55,-9012.384,-16924.896,-12165.12,-5102.419355,-4981.677419,0.35,-1.01
01/04/2015,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,-11.81,-5.45,-1.69,-5.6,-3.77,14.55,10.5,15.05,16.35,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.35,-1.03
02/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-11.83,-5.46,-1.77,-5.67,-3.79,11.75,9.25,11.7,12.9,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.35,-1.03
03/04/2015,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-11.83,-5.47,-1.75,-5.74,-3.8,11.55,8.8,12.25,12.95,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.3,-1.03
04/04/2015,1.4,0.0,54.0,0.0,3.0,1.6,2.8,0.0,18.8,1.8,-11.79,-5.48,-1.66,-5.78,-3.76,9.85,5.85,10.1,10.6,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.31,-0.99
05/04/2015,24.2,26.8,0.4,17.8,22.6,19.4,17.0,61.2,0.0,20.6,-11.78,-5.46,-1.53,-5.74,-3.71,9.7,3.2,10.2,10.1,-9193.7808,-16370.0352,-12078.072,-4875.368332999999,-4391.691667,0.36,-1.0
06/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,-11.86,-5.44,-1.6,-5.72,-3.72,8.25,4.2,8.6,8.95,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.31,-1.02
07/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.92,-5.46,-1.67,-5.74,-3.77,6.9,4.45,7.9,8.75,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.31,-1.04
08/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.92,-5.52,-1.7,-5.82,-3.84,8.8,7.3,9.45,9.45,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.31,-1.04
09/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.92,-5.5,-1.75,-5.87,-3.86,11.2,11.55,12.05,12.2,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.29,-1.05
10/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.92,-5.5,-1.75,-5.9,-3.87,13.0,10.3,12.2,13.9,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.29,-1.06
11/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.91,-5.51,-1.81,-5.93,-3.88,11.35,8.2,11.8,12.3,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.27,-1.04
12/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.92,-5.52,-1.82,-5.96,-3.89,14.3,11.85,14.8,15.0,-9193.7808,-16370.0352,-12078.072,-4875.368332999999,-4391.691667,0.26,-1.05
13/04/2015,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-11.92,-5.53,-1.83,-5.95,-3.9,13.8,13.85,14.45,14.95,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.29,-1.06
14/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.9,-5.55,-1.85,-5.98,-3.9,15.2,13.2,14.6,15.65,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.31,-1.05
15/04/2015,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-11.88,-5.56,-1.88,-6.01,-3.91,16.25,14.35,14.7,16.95,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.3,-1.05
16/04/2015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.87,-5.57,-1.89,-6.05,-3.91,13.85,12.5,14.75,15.3,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.31,-1.05
17/04/2015,0.6,2.4,2.2,0.4,0.8,1.0,1.0,0.0,5.8,1.2,-11.84,-5.58,-1.88,-6.0,-3.92,15.4,10.5,14.35,14.75,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.3,-1.04
18/04/2015,12.6,7.6,4.2,2.4,9.6,10.8,7.2,2.0,1.4,8.6,-11.83,-5.57,-1.88,-5.96,-3.93,15.85,8.3,16.35,16.25,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.28,-1.05
19/04/2015,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.8,0.0,0.6,-11.86,-5.57,-1.91,-5.98,-3.94,11.7,6.95,12.4,13.25,-9193.7808,-16370.0352,-12078.072,-4875.368332999999,-4391.691667,0.27,-1.06
20/04/2015,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,-11.86,-5.58,-1.94,-6.01,-3.95,13.0,9.6,13.6,13.0,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.25,-1.07
21/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.89,-5.6,-1.95,-5.86,-3.95,14.15,13.7,15.3,15.35,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.24,-1.07
22/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.89,-5.61,-1.98,-6.02,-3.96,14.9,13.3,14.75,15.85,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.25,-1.06
23/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.85,-5.62,-1.99,-6.08,-3.97,14.6,11.55,14.8,16.1,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.25,-1.06
24/04/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.85,-5.63,-2.01,-6.06,-3.98,15.15,11.5,16.0,16.45,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.25,-1.07
30/04/2015,0.0,0.0,0.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-11.85,-5.52,-1.88,-6.06,-3.91,14.45,9.15,14.4,15.3,-9677.664,-17231.616,-12713.76,-5131.966667000001,-4622.833333,0.39,-1.0
01/05/2015,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.2,-11.83,-5.5,-1.85,-6.02,-3.96,15.05,10.3,14.45,15.75,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.33,-1.04
02/05/2015,5.6,4.0,3.2,2.0,8.8,7.2,5.0,2.4,2.8,8.2,-11.81,-5.5,-1.87,-5.93,-3.98,16.35,11.25,16.1,16.9,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.31,-1.04
03/05/2015,0.0,0.4,0.2,0.2,0.4,0.4,0.2,0.0,0.0,0.4,-11.82,-5.51,-1.88,-5.94,-4.0,17.65,13.3,18.0,18.15,-9146.1744,-16699.9968,-11383.2648,-4999.604839,-4512.040322999999,0.31,-1.05
04/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.82,-5.52,-1.92,-5.96,-4.01,20.65,16.85,20.9,20.85,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.3,-1.06
05/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.81,-5.54,-1.94,-5.98,-4.01,21.6,18.65,21.85,22.1,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.26,-1.06
06/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.83,-5.56,-1.96,-6.08,-4.02,18.3,16.15,18.8,19.3,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.28,-1.06
07/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.85,-5.57,-1.99,-6.13,-4.02,18.1,15.45,18.25,20.0,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.26,-1.06
08/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.85,-5.59,-2.0,-6.16,-4.03,17.7,14.0,17.8,19.1,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.25,-1.06
09/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.86,-5.6,-2.06,-6.2,-4.04,18.3,15.05,17.5,18.65,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.23,-1.06
10/05/2015,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-11.9,-5.61,-2.07,-6.28,-4.05,20.3,18.3,20.3,21.2,-9146.1744,-16699.9968,-11383.2648,-4999.604839,-4512.040322999999,0.2,-1.07
11/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.92,-5.63,-2.07,-6.36,-4.06,20.25,18.6,20.6,20.9,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.24,-1.07
12/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.93,-5.65,-2.06,-6.42,-4.07,20.55,18.75,20.9,21.55,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.23,-1.08
13/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.93,-5.66,-2.11,-6.46,-4.07,18.2,14.9,18.5,19.9,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.22,-1.07
14/05/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.85,-5.66,-2.1,-6.45,-4.06,19.5,15.65,18.85,21.2,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.22,-1.07
15/05/2015,5.8,4.8,20.6,9.2,6.6,6.2,6.8,1.6,20.2,5.8,-11.82,-5.65,-2.04,-6.42,-4.06,16.65,11.9,15.3,16.45,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.25,-1.04
16/05/2015,8.2,8.6,0.0,10.2,10.0,11.2,14.6,7.6,1.2,7.2,-11.87,-5.65,-2.0,-6.44,-4.08,15.8,11.4,15.7,16.1,-9627.552,-17578.944,-11982.383999999998,-5262.741935,-4749.516129,0.23,-1.06
17/05/2015,0.8,0.2,0.0,0.0,2.6,0.6,2.2,2.2,0.0,2.8,-11.86,-5.66,-2.03,-6.5,-4.16,20.3,18.3,21.7,21.8,-9146.1744,-16699.9968,-11383.2648,-4999.604839,-4512.040322999999,0.21,-1.08
