Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano
11/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,1.06
12/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95,1.07
13/07/2004,0.0,0.0,0.0,0.2,0.0,0.0,5.8,3.4,9.0,0.0,2.4,0.0,24.8,9.2,20.5,1.09
14/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,1.08
15/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,1.07
16/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,1.07
17/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.85,1.07
18/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,1.07
19/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,1.07
20/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.65,1.08
21/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05,1.08
22/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,1.08
23/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.35,1.07
24/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,1.07
25/07/2004,10.2,9.2,21.0,12.0,13.6,8.4,11.2,6.0,2.2,20.4,8.0,1.8,3.2,34.8,25.65,1.11
26/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,1.8,0.0,0.2,3.0,3.6,27.85,1.11
27/07/2004,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.65,1.09
28/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.45,1.07
29/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,1.06
30/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,1.06
31/07/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.08
01/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,1.08
02/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,1.08
03/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.35,1.09
04/08/2004,15.8,7.0,1.6,16.0,9.6,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,1.09
05/08/2004,9.6,5.2,2.0,2.6,3.4,3.6,0.0,0.4,4.8,5.2,12.8,35.2,3.0,0.0,26.45,1.15
06/08/2004,2.2,4.4,6.6,5.6,7.6,4.0,9.0,3.6,3.2,1.8,4.4,0.2,3.0,18.8,25.05,1.12
07/08/2004,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,4.4,1.0,0.8,0.0,0.2,0.0,25.55,1.1
08/08/2004,1.0,1.0,1.2,1.0,0.8,0.8,2.2,0.0,0.0,0.0,0.0,0.0,1.2,1.4,24.8,1.09
09/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,0.2,2.0,0.0,0.2,26.55,1.14
10/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,1.16
11/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,1.09
12/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,1.07
13/08/2004,0.0,0.0,0.0,2.6,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.07
14/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,1.06
15/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.6,1.4,4.2,0.0,0.0,26.9,1.06
16/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.35,1.06
17/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,1.06
18/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,1.07
19/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,1.08
20/08/2004,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,1.07
21/08/2004,2.0,0.6,0.6,0.8,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.65,1.06
22/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,1.6,24.9,1.05
23/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.06
24/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,1.07
25/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,1.09
26/08/2004,1.0,2.2,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.65,1.09
27/08/2004,0.0,0.0,0.0,0.4,0.0,0.0,1.4,11.8,3.8,0.2,1.2,0.0,1.4,3.8,24.05,1.08
28/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45,1.08
29/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,1.08
30/08/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,1.09
31/08/2004,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,24.65,1.09
01/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,1.07
02/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,1.06
03/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45,1.07
04/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,1.07
05/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,1.06
06/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,24.95,1.07
07/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,1.07
08/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.55,1.08
09/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,1.16
10/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.65,1.09
11/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,1.08
12/09/2004,0.0,0.2,0.2,1.6,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,1.09
13/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,4.4,16.0,2.4,5.4,1.2,12.2,0.8,8.4,23.2,1.1
14/09/2004,38.2,32.8,37.2,20.2,24.0,86.0,0.0,0.0,0.0,0.0,1.4,0.0,1.2,0.0,23.95,1.12
15/09/2004,0.2,0.0,0.0,0.2,0.0,0.2,26.4,97.0,34.2,32.8,8.0,36.6,45.8,31.2,20.8,1.43
16/09/2004,7.2,6.0,3.8,5.2,5.4,4.6,13.6,22.2,16.2,27.8,32.0,24.0,17.2,15.0,19.65,1.51
17/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.4,8.2,6.2,4.0,34.8,4.8,13.0,20.7,1.47
18/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,21.95,1.29
19/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,21.9,1.07
20/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,22.35,1.17
21/09/2004,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,1.19
22/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,1.09
23/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,1.09
24/09/2004,20.0,29.0,22.2,23.4,21.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,1.11
25/09/2004,0.0,0.0,0.0,0.0,0.2,0.2,24.8,24.2,33.0,11.8,3.0,7.8,15.6,24.0,16.5,1.17
26/09/2004,0.0,0.0,0.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,1.8,4.2,3.4,15.2,1.08
27/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.0,0.0,0.0,0.0,1.4,3.4,16.8,1.07
28/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,17.05,1.05
29/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,17.5,1.06
30/09/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,1.09
01/10/2004,4.8,2.0,3.2,0.8,2.4,0.2,0.0,0.0,0.0,0.2,0.4,0.6,0.0,0.0,19.8,1.1
02/10/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.55,1.1
03/10/2004,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,1.09
04/10/2004,0.2,0.0,0.2,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,19.85,1.08
05/10/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,20.95,1.08
06/10/2004,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,19.95,1.08
07/10/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,20.65,1.09
08/10/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,20.85,1.19
09/10/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,1.22
10/10/2004,17.8,11.6,3.4,13.8,13.6,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95,1.16
11/10/2004,3.8,2.6,2.8,7.2,4.2,4.6,27.0,46.2,26.8,7.2,12.8,9.6,15.4,47.2,18.1,1.31
12/10/2004,0.6,2.2,0.4,1.0,0.0,0.8,2.0,2.2,4.6,1.4,0.8,2.4,7.6,27.6,16.05,1.19
13/10/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6.2,14.4,1.11
14/10/2004,14.6,14.0,2.4,28.8,11.2,31.8,0.4,0.4,0.2,1.2,1.6,0.2,0.2,2.0,16.6,1.08
15/10/2004,14.4,13.4,4.8,8.8,8.6,10.4,15.8,16.0,10.6,20.2,4.2,10.2,8.8,31.8,16.65,1.29
16/10/2004,18.0,23.0,7.0,29.6,18.2,30.0,11.4,16.2,11.4,20.6,20.2,17.4,19.0,15.8,15.35,1.43
17/10/2004,4.2,13.0,4.8,7.6,5.2,6.0,18.0,24.4,15.4,11.2,23.2,7.0,17.8,19.4,15.45,1.9
18/10/2004,0.0,0.2,0.4,0.2,0.0,0.2,1.8,1.4,0.0,0.0,0.2,0.0,0.0,1.8,14.85,1.54
19/10/2004,0.2,0.2,1.4,11.6,0.0,10.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,16.55,1.69
20/10/2004,0.0,0.4,0.6,4.2,0.6,3.0,0.2,0.0,0.4,2.4,1.8,0.4,2.0,0.4,20.4,1.38
21/10/2004,0.2,0.2,0.8,3.6,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,21.3,1.12
22/10/2004,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,20.45,1.09
23/10/2004,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,20.35,1.07
24/10/2004,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,19.55,1.06
25/10/2004,0.2,0.2,0.4,0.4,0.4,0.2,0.0,0.2,0.0,0.2,0.4,0.2,0.0,0.0,16.35,1.06
26/10/2004,3.0,1.0,1.0,7.4,2.0,8.0,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.0,18.6,1.05
27/10/2004,1.4,0.6,2.4,2.6,1.0,2.6,1.8,0.6,2.6,1.4,8.4,2.0,6.0,4.4,16.3,1.09
28/10/2004,3.8,4.0,0.8,6.0,1.4,8.8,2.8,5.8,2.6,4.4,6.8,2.8,3.0,4.8,16.5,1.11
29/10/2004,29.4,27.6,7.6,22.2,23.8,23.4,10.8,7.8,4.2,5.2,4.2,1.8,13.6,24.6,17.3,1.7
30/10/2004,2.0,1.4,1.6,1.8,2.2,0.6,38.6,40.8,32.6,66.6,123.2,95.6,67.0,60.2,18.35,4.32
31/10/2004,21.4,28.4,5.8,46.2,22.2,42.8,6.0,9.0,7.6,7.2,3.4,3.0,12.6,9.6,20.45,2.44
01/11/2004,21.4,16.4,2.8,5.0,7.0,0.8,0.2,2.4,0.0,0.0,0.2,0.2,0.8,0.6,19.75,1.92
02/11/2004,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4.2,0.2,0.2,0.0,0.2,0.0,19.25,1.55
03/11/2004,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,20.0,1.5
04/11/2004,0.0,0.2,0.8,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,19.5,1.53
05/11/2004,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,17.85,1.41
06/11/2004,0.8,0.2,0.8,2.4,0.2,0.4,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,15.75,1.29
07/11/2004,1.2,2.6,3.4,0.8,2.6,0.2,1.2,1.6,0.2,0.6,0.8,7.8,10.8,12.2,12.9,1.18
08/11/2004,0.2,0.2,0.6,0.2,0.0,0.0,3.4,2.4,0.0,0.0,0.0,0.0,2.8,1.4,7.8,1.26
09/11/2004,17.0,21.4,15.6,21.2,20.4,21.6,3.8,0.4,0.2,0.2,0.0,0.0,1.2,2.4,5.85,1.36
10/11/2004,17.0,10.0,9.4,11.8,10.0,6.8,30.6,8.0,19.0,31.8,36.6,31.6,36.4,8.0,7.4,1.93
11/11/2004,15.8,16.4,9.2,16.0,13.6,15.8,13.2,29.0,6.8,8.8,8.4,10.2,13.6,23.8,9.05,2.32
12/11/2004,1.2,0.8,0.4,0.6,0.4,0.4,7.6,24.2,4.2,5.8,3.8,5.6,8.4,42.4,13.8,2.3
13/11/2004,0.0,0.0,1.6,0.6,0.0,0.2,0.4,0.8,0.0,0.6,0.0,0.0,0.6,5.6,15.9,1.89
14/11/2004,0.4,2.2,6.4,5.8,2.0,1.6,16.4,0.6,0.0,1.6,0.4,0.6,8.6,13.8,9.5,1.83
15/11/2004,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,0.0,0.0,0.0,0.0,3.4,0.0,11.4,1.71
16/11/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,13.6,11.6,1.57
17/11/2004,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.0,1.56
18/11/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,1.47
19/11/2004,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.4,0.8,0.0,0.0,0.0,0.0,1.0,13.05,1.41
20/11/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.8,1.4,0.0,0.0,0.2,0.6,2.6,7.55,1.3
21/11/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,6.6,1.18
22/11/2004,1.2,0.8,0.8,0.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.4,1.3
23/11/2004,0.2,0.4,0.0,0.4,0.0,0.0,0.8,1.4,0.6,0.0,0.0,0.0,0.4,1.2,9.1,1.41
24/11/2004,0.2,0.2,0.4,0.2,0.2,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.2,0.6,10.7,1.38
25/11/2004,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,9.15,1.38
26/11/2004,3.6,1.8,1.8,1.2,2.0,1.6,0.0,0.4,0.2,0.0,1.0,0.0,0.2,0.2,10.3,1.39
27/11/2004,10.6,8.4,6.2,4.8,7.0,3.2,2.0,7.2,2.4,2.2,4.8,3.8,2.0,2.8,11.15,1.33
28/11/2004,0.4,0.0,0.2,0.4,0.2,0.0,0.2,0.6,0.2,1.0,1.6,1.0,0.4,0.2,8.65,1.2
29/11/2004,2.8,2.8,1.6,5.4,4.6,3.6,1.6,0.0,0.0,0.0,0.8,0.0,0.6,0.8,11.5,1.34
30/11/2004,16.6,14.0,17.6,24.8,16.0,18.8,33.4,22.6,17.0,16.0,16.8,16.4,32.6,39.2,10.45,1.77
01/12/2004,17.8,20.4,15.6,21.2,18.6,18.4,5.0,5.6,5.0,2.4,4.4,2.2,5.6,4.4,9.35,1.97
02/12/2004,0.8,1.6,2.0,12.6,1.2,10.4,8.2,7.6,6.8,4.8,7.2,4.4,10.0,8.6,13.85,1.81
03/12/2004,17.4,14.4,14.2,16.2,14.6,16.4,12.8,28.8,20.2,12.0,12.0,13.4,8.2,12.8,13.7,2.43
04/12/2004,35.8,34.6,24.2,44.4,31.6,39.6,6.2,2.6,1.8,1.0,3.6,1.0,17.0,9.6,10.5,2.89
05/12/2004,12.8,12.4,10.8,12.4,14.2,11.4,40.8,46.4,37.0,48.8,54.6,42.2,46.0,47.8,11.0,5.13
06/12/2004,1.8,0.8,1.4,4.2,1.6,3.4,16.2,21.0,12.0,22.6,19.2,14.2,24.8,25.2,14.2,4.01
07/12/2004,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.4,0.4,0.0,0.2,0.4,13.1,2.78
08/12/2004,3.2,2.4,0.6,2.6,1.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,11.65,2.33
09/12/2004,0.2,0.0,0.0,0.2,0.2,3.0,1.0,6.4,1.6,2.2,7.4,2.6,1.8,3.8,13.25,2.14
10/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.1
11/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.74
12/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,1.62
13/12/2004,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,8.7,1.69
14/12/2004,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,9.55,1.61
15/12/2004,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.2,0.2,0.4,0.0,0.2,0.0,7.25,1.57
16/12/2004,2.4,2.8,3.8,3.8,2.8,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,7.75,1.52
17/12/2004,7.8,3.6,4.8,3.6,4.2,3.4,8.2,6.4,4.6,6.4,8.0,6.4,6.0,13.0,11.4,1.54
18/12/2004,0.2,0.2,0.2,0.2,0.0,3.0,4.0,8.8,4.6,4.2,15.8,5.6,3.4,5.2,9.65,1.4
19/12/2004,2.4,1.8,0.8,2.0,1.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,3.4,2.08
20/12/2004,0.0,0.0,1.2,0.8,0.0,1.0,4.8,5.8,3.6,11.6,14.4,10.0,4.2,0.4,8.15,2.08
21/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.7,1.94
22/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,1.74
23/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-2.7,1.59
24/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.95,1.58
25/12/2004,5.2,9.2,4.8,9.0,4.6,10.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,3.8,9.3,1.56
26/12/2004,25.6,29.4,20.8,39.2,22.8,33.6,22.8,34.0,16.2,21.6,25.8,17.6,26.4,43.6,10.45,2.21
27/12/2004,9.4,13.0,6.2,15.6,6.6,17.0,18.8,22.2,9.2,8.8,11.2,10.0,19.2,26.0,10.3,3.5
28/12/2004,8.6,5.6,3.8,5.4,4.0,7.2,13.4,11.4,1.2,8.8,10.0,8.0,15.6,20.6,10.3,3.25
29/12/2004,1.0,1.2,4.6,4.4,1.0,3.2,2.0,6.0,6.0,3.4,0.4,2.8,1.2,1.2,9.05,2.63
30/12/2004,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.6,0.0,0.0,0.0,0.2,4.0,0.2,8.4,2.31
01/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.6,2.07
02/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9,1.62
03/01/2005,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,1.5
04/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.35,1.66
05/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,1.69
06/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,10.25,1.56
07/01/2005,0.2,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,7.9,1.56
08/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.4,0.2,0.0,7.45,1.46
09/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12.45,1.27
10/01/2005,0.2,0.0,0.2,0.2,0.0,0.0,0.2,1.0,0.0,0.2,0.0,0.2,0.0,0.0,10.7,1.58
11/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,10.0,1.59
12/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,1.55
13/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,7.6,1.55
14/01/2005,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.25,1.52
15/01/2005,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,6.5,1.29
16/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4.55,1.19
17/01/2005,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,4.65,1.39
18/01/2005,35.2,34.0,19.6,33.2,24.6,37.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.9,1.44
19/01/2005,3.8,7.0,23.6,11.8,8.4,10.2,16.6,12.4,9.6,11.2,20.2,11.6,14.0,0.0,6.0,1.54
20/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.2,0.8,0.0,1.2,0.8,5.0,0.0,7.8,1.75
21/01/2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,15.6,6.35,1.88
